ID,Name,State,temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,,
KS-079,Harvey County,Kansas,59,4.1,116,54.9,,
KS-081,Haskell County,Kansas,56.8,3.5,109,53.3,,
KS-083,Hodgeman County,Kansas,57.9,4.5,119,53.4,,
KS-085,Jackson County,Kansas,56.6,3.8,113,52.8,,
KS-087,Jefferson County,Kansas,58,4.4,114,53.6,,
KS-089,Jewell County,Kansas,55.1,3.5,109,51.6,,
KS-091,Johnson County,Kansas,59,4.8,118,54.2,,
KS-093,Kearny County,Kansas,56,3.7,114,52.3,,
KS-095,Kingman County,Kansas,59.6,4.2,115,55.4,,
KS-097,Kiowa County,Kansas,58.5,3.9,113,54.6,,
KS-099,Labette County,Kansas,60.7,3.1,107,57.6,,
KS-101,Lane County,Kansas,56.5,4.7,120,51.8,,
KS-103,Leavenworth County,Kansas,58.4,4.5,117,53.9,,
KS-105,Lincoln County,Kansas,57,3.8,113,53.2,,
KS-107,Linn County,Kansas,59.6,4.3,115,55.3,,
KS-109,Logan County,Kansas,55,4.1,116,50.9,,
KS-111,Lyon County,Kansas,59.2,5,120,54.2,,
KS-113,McPherson County,Kansas,58.3,4.2,114,54.1,,
KS-115,Marion County,Kansas,58.5,4.3,114,54.2,,
KS-117,Marshall County,Kansas,55.4,3.2,106,52.2,,
KS-119,Meade County,Kansas,58.8,3.8,113,55,,
KS-121,Miami County,Kansas,59.5,4.9,119,54.6,,
KS-123,Mitchell County,Kansas,56.4,3.8,114,52.6,,
KS-125,Montgomery County,Kansas,60.9,3.2,106,57.7,,
KS-127,Morris County,Kansas,58,4.4,115,53.6,,
KS-129,Morton County,Kansas,56.7,3,107,53.7,,
KS-131,Nemaha County,Kansas,55.6,3.7,113,51.9,,
KS-133,Neosho County,Kansas,60.3,3.7,111,56.6,,
KS-135,Ness County,Kansas,57.1,4.3,116,52.8,,
KS-137,Norton County,Kansas,53.8,2.8,103,51,,
KS-139,Osage County,Kansas,59.2,5.2,119,54,,
KS-141,Osborne County,Kansas,55.9,3.4,110,52.5,,
KS-143,Ottawa County,Kansas,57.8,4.5,116,53.3,,
KS-145,Pawnee County,Kansas,57.2,3.6,110,53.6,,
KS-147,Phillips County,Kansas,53.8,2.1,93,51.7,,
KS-149,Pottawatomie County,Kansas,57,3.9,114,53.1,,
KS-151,Pratt County,Kansas,58.7,4,114,54.7,,
KS-153,Rawlins County,Kansas,53.1,3.4,109,49.7,,
KS-155,Reno County,Kansas,58.7,3.8,113,54.9,,
KS-157,Republic County,Kansas,56.2,4.5,116,51.7,,
KS-159,Rice County,Kansas,57.7,3.6,111,54.1,,
KS-161,Riley County,Kansas,57.6,4.2,114,53.4,,
KS-163,Rooks County,Kansas,55.2,2.9,104,52.3,,
KS-165,Rush County,Kansas,56.5,3.5,109,53,,
KS-167,Russell County,Kansas,56.6,3.6,111,53,,
KS-169,Saline County,Kansas,58.3,4.4,115,53.9,,
KS-171,Scott County,Kansas,55.8,4.3,121,51.5,,
KS-173,Sedgwick County,Kansas,60,4.3,117,55.7,,
KS-175,Seward County,Kansas,58,3.6,109,54.4,,
KS-177,Shawnee County,Kansas,58.3,4.4,114,53.9,,
KS-179,Sheridan County,Kansas,54.4,3.7,111,50.7,,
KS-181,Sherman County,Kansas,52.8,3.9,117,48.9,,
KS-183,Smith County,Kansas,54.5,2.7,99,51.8,,
KS-185,Stafford County,Kansas,57.5,3.5,110,54,,
KS-187,Stanton County,Kansas,56.2,3.1,109,53.1,,
KS-189,Stevens County,Kansas,57.2,3.3,110,53.9,,
KS-191,Sumner County,Kansas,61.2,4.6,117,56.6,,
KS-193,Thomas County,Kansas,53.6,3.7,114,49.9,,
KS-195,Trego County,Kansas,56,3.8,112,52.2,,
KS-197,Wabaunsee County,Kansas,57.8,4.2,114,53.6,,
KS-199,Wallace County,Kansas,53.7,3.9,118,49.8,,
KS-201,Washington County,Kansas,55.5,3.4,109,52.1,,
KS-203,Wichita County,Kansas,54.8,3.8,116,51,,
KS-205,Wilson County,Kansas,60.8,4,115,56.8,,
KS-207,Woodson County,Kansas,60.4,4.7,118,55.7,,
KS-209,Wyandotte County,Kansas,58.8,4.7,117,54.1,,
KY-001,Adair County,Kentucky,59,3.7,115,55.3,,
KY-003,Allen County,Kentucky,60.5,3.4,113,57.1,,
KY-005,Anderson County,Kentucky,59.2,5.2,126,54,,
KY-007,Ballard County,Kentucky,62.3,5.1,123,57.2,,
KY-009,Barren County,Kentucky,60.2,3.5,116,56.7,,
KY-011,Bath County,Kentucky,57.5,3.6,115,53.9,,
KY-013,Bell County,Kentucky,57.7,3.1,114,54.6,,
KY-015,Boone County,Kentucky,57.4,4.8,121,52.6,,
KY-017,Bourbon County,Kentucky,57.9,4.7,122,53.2,,
KY-019,Boyd County,Kentucky,59.2,5.5,127,53.7,,
KY-021,Boyle County,Kentucky,59.3,5.2,126,54.1,,
KY-023,Bracken County,Kentucky,57.5,4.7,124,52.8,,
KY-025,Breathitt County,Kentucky,58.6,3.4,113,55.2,,
KY-027,Breckinridge County,Kentucky,59.1,4,119,55.1,,
KY-029,Bullitt County,Kentucky,60.1,5,123,55.1,,
KY-031,Butler County,Kentucky,60.4,3.8,119,56.6,,
KY-033,Caldwell County,Kentucky,61.7,4.5,121,57.2,,
KY-035,Calloway County,Kentucky,61.1,3.1,106,58,,
KY-037,Campbell County,Kentucky,57.7,4.9,121,52.8,,
KY-039,Carlisle County,Kentucky,62.3,4.8,122,57.5,,
KY-041,Carroll County,Kentucky,58.3,4.6,122,53.7,,
KY-043,Carter County,Kentucky,57.8,4.6,126,53.2,,
KY-045,Casey County,Kentucky,58.8,4.4,124,54.4,,
KY-047,Christian County,Kentucky,60.9,3.7,114,57.2,,
KY-049,Clark County,Kentucky,58.3,4.5,121,53.8,,
KY-051,Clay County,Kentucky,58.8,3.8,120,55,,
KY-053,Clinton County,Kentucky,58.7,3,106,55.7,,
KY-055,Crittenden County,Kentucky,61.7,4.9,124,56.8,,
KY-057,Cumberland County,Kentucky,59.3,3,106,56.3,,
KY-059,Daviess County,Kentucky,60.4,4.4,120,56,,
KY-061,Edmonson County,Kentucky,60.3,3.9,119,56.4,,
KY-063,Elliott County,Kentucky,57.8,4.3,121,53.5,,
KY-065,Estill County,Kentucky,58.8,3.9,118,54.9,,
KY-067,Fayette County,Kentucky,58.6,5.3,126,53.3,,
KY-069,Fleming County,Kentucky,57.2,3.9,117,53.3,,
KY-071,Floyd County,Kentucky,59.2,3.9,119,55.3,,
KY-073,Franklin County,Kentucky,58.9,5,125,53.9,,
KY-075,Fulton County,Kentucky,62.5,4.1,118,58.4,,
KY-077,Gallatin County,Kentucky,58,4.7,122,53.3,,
KY-079,Garrard County,Kentucky,59.4,5.1,126,54.3,,
KY-081,Grant County,Kentucky,57.7,4.7,121,53,,
KY-083,Graves County,Kentucky,61.8,4.1,119,57.7,,
KY-085,Grayson County,Kentucky,59.6,4.1,120,55.5,,
KY-087,Green County,Kentucky,59.6,3.9,118,55.7,,
KY-089,Greenup County,Kentucky,58,4.9,126,53.1,,
KY-091,Hancock County,Kentucky,59.2,3.6,113,55.6,,
KY-093,Hardin County,Kentucky,59.5,4.5,121,55,,
KY-095,Harlan County,Kentucky,57,3.7,123,53.3,,
KY-097,Harrison County,Kentucky,57.8,4.7,123,53.1,,
KY-099,Hart County,Kentucky,59.8,3.9,119,55.9,,
KY-101,Henderson County,Kentucky,61.4,5,122,56.4,,
KY-103,Henry County,Kentucky,58.4,4.7,122,53.7,,
KY-105,Hickman County,Kentucky,62.2,4.3,118,57.9,,
KY-107,Hopkins County,Kentucky,61.8,4.8,123,57,,
KY-109,Jackson County,Kentucky,58.3,4,121,54.3,,
KY-111,Jefferson County,Kentucky,59.8,4.9,123,54.9,,
KY-113,Jessamine County,Kentucky,59.3,5.4,127,53.9,,
KY-115,Johnson County,Kentucky,58.8,4.3,123,54.5,,
KY-117,Kenton County,Kentucky,57.4,4.8,121,52.6,,
KY-119,Knott County,Kentucky,58.4,3.7,117,54.7,,
KY-121,Knox County,Kentucky,58.6,3.4,118,55.2,,
KY-123,Larue County,Kentucky,59.5,4.3,120,55.2,,
KY-125,Laurel County,Kentucky,58.7,4,121,54.7,,
KY-127,Lawrence County,Kentucky,59,4.9,126,54.1,,
KY-129,Lee County,Kentucky,58.7,3.5,112,55.2,,
KY-131,Leslie County,Kentucky,58.4,3.7,119,54.7,,
KY-133,Letcher County,Kentucky,57.9,4,124,53.9,,
KY-135,Lewis County,Kentucky,57.2,4.3,121,52.9,,
KY-137,Lincoln County,Kentucky,59,4.9,126,54.1,,
KY-139,Livingston County,Kentucky,61.6,4.6,120,57,,
KY-141,Logan County,Kentucky,60.4,3.3,107,57.1,,
KY-143,Lyon County,Kentucky,61.6,4.1,120,57.5,,
KY-145,McCracken County,Kentucky,62.3,5.2,123,57.1,,
KY-147,McCreary County,Kentucky,58.4,3.4,115,55,,
KY-149,McLean County,Kentucky,61.3,4.8,122,56.5,,
KY-151,Madison County,Kentucky,59.1,4.6,124,54.5,,
KY-153,Magoffin County,Kentucky,58.3,3.7,116,54.6,,
KY-155,Marion County,Kentucky,59.5,4.6,125,54.9,,
KY-157,Marshall County,Kentucky,61.7,3.9,118,57.8,,
KY-159,Martin County,Kentucky,59.5,4.5,124,55,,
KY-161,Mason County,Kentucky,57.2,4.4,122,52.8,,
KY-163,Meade County,Kentucky,59.3,4.5,121,54.8,,
KY-165,Menifee County,Kentucky,57.5,3.4,110,54.1,,
KY-167,Mercer County,Kentucky,59.5,5.4,127,54.1,,
KY-169,Metcalfe County,Kentucky,59.3,3.4,116,55.9,,
KY-171,Monroe County,Kentucky,59.6,3,108,56.6,,
KY-173,Montgomery County,Kentucky,57.7,4,117,53.7,,
KY-175,Morgan County,Kentucky,57.8,3.7,116,54.1,,
KY-177,Muhlenberg County,Kentucky,60.9,4,118,56.9,,
KY-179,Nelson County,Kentucky,59.8,4.9,123,54.9,,
KY-181,Nicholas County,Kentucky,57.4,4.2,120,53.2,,
KY-183,Ohio County,Kentucky,60.1,4.1,120,56,,
KY-185,Oldham County,Kentucky,58.7,4.7,122,54,,
KY-187,Owen County,Kentucky,58.2,4.8,123,53.4,,
KY-189,Owsley County,Kentucky,58.9,3.7,114,55.2,,
KY-191,Pendleton County,Kentucky,57.7,4.7,122,53,,
KY-193,Perry County,Kentucky,58.6,3.7,119,54.9,,
KY-195,Pike County,Kentucky,59.5,4.4,124,55.1,,
KY-197,Powell County,Kentucky,58.2,3.6,115,54.6,,
KY-199,Pulaski County,Kentucky,58.8,4,120,54.8,,
KY-201,Robertson County,Kentucky,57.4,4.5,124,52.9,,
KY-203,Rockcastle County,Kentucky,58.6,4.3,122,54.3,,
KY-205,Rowan County,Kentucky,57.2,3.6,114,53.6,,
KY-207,Russell County,Kentucky,58.8,3.6,114,55.2,,
KY-209,Scott County,Kentucky,58.3,5,124,53.3,,
KY-211,Shelby County,Kentucky,58.7,4.9,122,53.8,,
KY-213,Simpson County,Kentucky,60.6,3.5,111,57.1,,
KY-215,Spencer County,Kentucky,59.4,4.9,123,54.5,,
KY-217,Taylor County,Kentucky,59.2,4.1,119,55.1,,
KY-219,Todd County,Kentucky,60.5,3.4,110,57.1,,
KY-221,Trigg County,Kentucky,61,3.3,109,57.7,,
KY-223,Trimble County,Kentucky,58.3,4.7,121,53.6,,
KY-225,Union County,Kentucky,61.6,5,123,56.6,,
KY-227,Warren County,Kentucky,61,4,119,57,,
KY-229,Washington County,Kentucky,59.5,5,126,54.5,,
KY-231,Wayne County,Kentucky,58.6,3.5,112,55.1,,
KY-233,Webster County,Kentucky,62,5.2,125,56.8,,
KY-235,Whitley County,Kentucky,58.5,3.1,110,55.4,,
KY-237,Wolfe County,Kentucky,58,3.4,110,54.6,,
KY-239,Woodford County,Kentucky,59.2,5.5,127,53.7,,
LA-001,Acadia Parish,Louisiana,70.2,2.1,102,68.1,,
LA-003,Allen Parish,Louisiana,69.5,2.3,105,67.2,,
LA-005,Ascension Parish,Louisiana,70.3,2.8,109,67.5,,
LA-007,Assumption Parish,Louisiana,70.5,2.5,107,68,,
LA-009,Avoyelles Parish,Louisiana,68.3,1.5,98,66.8,,
LA-011,Beauregard Parish,Louisiana,69.8,3.1,113,66.7,,
LA-013,Bienville Parish,Louisiana,67.2,3.3,108,63.9,,
LA-015,Bossier Parish,Louisiana,67.4,3.3,109,64.1,,
LA-017,Caddo Parish,Louisiana,67.7,3.2,110,64.5,,
LA-019,Calcasieu Parish,Louisiana,70.5,2.9,111,67.6,,
LA-021,Caldwell Parish,Louisiana,67.4,2.6,105,64.8,,
LA-023,Cameron Parish,Louisiana,70.6,2.5,108,68.1,,
LA-025,Catahoula Parish,Louisiana,67.9,2.1,102,65.8,,
LA-027,Claiborne Parish,Louisiana,67,3.6,116,63.4,,
LA-029,Concordia Parish,Louisiana,68.2,2.2,102,66,,
LA-031,De Soto Parish,Louisiana,67.9,3.2,110,64.7,,
LA-033,East Baton Rouge Parish,Louisiana,70.3,3.2,116,67.1,,
LA-035,East Carroll Parish,Louisiana,67.6,3.4,114,64.2,,
LA-037,East Feliciana Parish,Louisiana,69.4,3.2,113,66.2,,
LA-039,Evangeline Parish,Louisiana,69.1,1.8,101,67.3,,
LA-041,Franklin Parish,Louisiana,68,2.9,107,65.1,,
LA-043,Grant Parish,Louisiana,67.1,1.3,97,65.8,,
LA-045,Iberia Parish,Louisiana,70.4,2.3,106,68.1,,
LA-047,Iberville Parish,Louisiana,70.4,2.8,109,67.6,,
LA-049,Jackson Parish,Louisiana,67,3.1,110,63.9,,
LA-051,Jefferson Parish,Louisiana,71.4,3.1,114,68.3,,
LA-053,Jefferson Davis Parish,Louisiana,70.2,2.1,104,68.1,,
LA-055,Lafayette Parish,Louisiana,70.4,2.4,106,68,,
LA-057,Lafourche Parish,Louisiana,71.2,2.7,110,68.5,,
LA-059,La Salle Parish,Louisiana,67.4,1.7,100,65.7,,
LA-061,Lincoln Parish,Louisiana,67,3.5,113,63.5,,
LA-063,Livingston Parish,Louisiana,70,3.1,112,66.9,,
LA-065,Madison Parish,Louisiana,67.8,3,108,64.8,,
LA-067,Morehouse Parish,Louisiana,67,3.1,112,63.9,,
LA-069,Natchitoches Parish,Louisiana,67.5,2.1,104,65.4,,
LA-071,Orleans Parish,Louisiana,71.1,3.5,118,67.6,,
LA-073,Ouachita Parish,Louisiana,67.1,2.9,109,64.2,,
LA-075,Plaquemines Parish,Louisiana,71.3,3.2,119,68.1,,
LA-077,Pointe Coupee Parish,Louisiana,69.8,2.5,106,67.3,,
LA-079,Rapides Parish,Louisiana,68,1.5,98,66.5,,
LA-081,Red River Parish,Louisiana,67.7,3.1,109,64.6,,
LA-083,Richland Parish,Louisiana,67.6,3,111,64.6,,
LA-085,Sabine Parish,Louisiana,68.3,3.2,114,65.1,,
LA-087,St. Bernard Parish,Louisiana,71,3.5,118,67.5,,
LA-089,St. Charles Parish,Louisiana,71.1,2.9,110,68.2,,
LA-091,St. Helena Parish,Louisiana,69.1,3.2,113,65.9,,
LA-093,St. James Parish,Louisiana,70.4,2.6,106,67.8,,
LA-095,St. John the Baptist Parish,Louisiana,70.6,2.9,111,67.7,,
LA-097,St. Landry Parish,Louisiana,69.6,2.1,102,67.5,,
LA-099,St. Martin Parish,Louisiana,70.4,2.5,108,67.9,,
LA-101,St. Mary Parish,Louisiana,70.7,2.6,109,68.1,,
LA-103,St. Tammany Parish,Louisiana,69.6,3.1,113,66.5,,
LA-105,Tangipahoa Parish,Louisiana,69.4,3.2,113,66.2,,
LA-107,Tensas Parish,Louisiana,68,2.7,106,65.3,,
LA-109,Terrebonne Parish,Louisiana,71.1,2.5,107,68.6,,
LA-111,Union Parish,Louisiana,66.9,3.3,112,63.6,,
LA-113,Vermilion Parish,Louisiana,70.4,2.1,103,68.3,,
LA-115,Vernon Parish,Louisiana,68.8,3,111,65.8,,
LA-117,Washington Parish,Louisiana,68.7,2.9,111,65.8,,
LA-119,Webster Parish,Louisiana,67.2,3.3,110,63.9,,
LA-121,West Baton Rouge Parish,Louisiana,70.5,3,113,67.5,,
LA-123,West Carroll Parish,Louisiana,67.3,3.2,113,64.1,,
LA-125,West Feliciana Parish,Louisiana,69.4,2.7,110,66.7,,
LA-127,Winn Parish,Louisiana,67,2.2,104,64.8,,
ME-001,Androscoggin County,Maine,44.1,2.9,109,41.2,,
ME-003,Aroostook County,Maine,38.8,2.6,106,36.2,,
ME-005,Cumberland County,Maine,44.2,2.4,102,41.8,,
ME-007,Franklin County,Maine,39.1,2.8,107,36.3,,
ME-009,Hancock County,Maine,43.1,2.3,102,40.8,,
ME-011,Kennebec County,Maine,43.9,2.8,109,41.1,,
ME-013,Knox County,Maine,43,2.2,103,40.8,,
ME-015,Lincoln County,Maine,43.8,2.6,106,41.2,,
ME-017,Oxford County,Maine,41.5,2.9,108,38.6,,
ME-019,Penobscot County,Maine,41.8,2.2,99,39.6,,
ME-021,Piscataquis County,Maine,39.2,2.5,107,36.7,,
ME-023,Sagadahoc County,Maine,44.3,2.7,107,41.6,,
ME-025,Somerset County,Maine,39.4,2.7,109,36.7,,
ME-027,Waldo County,Maine,42.9,2.2,101,40.7,,
ME-029,Washington County,Maine,42.8,2.9,111,39.9,,
ME-031,York County,Maine,44.9,2.4,99,42.5,,
MD-001,Allegany County,Maryland,54.5,4.1,119,50.4,,
MD-003,Anne Arundel County,Maryland,58.5,4.8,123,53.7,,
MD-005,Baltimore County,Maryland,56,4.6,119,51.4,,
MD-009,Calvert County,Maryland,58.2,4.3,121,53.9,,
MD-011,Caroline County,Maryland,56.8,4,118,52.8,,
MD-013,Carroll County,Maryland,55.1,4.7,120,50.4,,
MD-015,Cecil County,Maryland,54.5,2.8,104,51.7,,
MD-017,Charles County,Maryland,58.8,4.5,120,54.3,,
MD-019,Dorchester County,Maryland,57.9,4.3,120,53.6,,
MD-021,Frederick County,Maryland,56,4.8,123,51.2,,
MD-023,Garrett County,Maryland,51.6,5.4,128,46.2,,
MD-025,Harford County,Maryland,54.9,3.2,108,51.7,,
MD-027,Howard County,Maryland,56.8,5.3,124,51.5,,
MD-029,Kent County,Maryland,56.2,3.4,115,52.8,,
MD-031,Montgomery County,Maryland,57.7,5.5,124,52.2,,
MD-033,Prince George&#039;s County,Maryland,58.4,4.8,123,53.6,,
MD-035,Queen Anne&#039;s County,Maryland,56.7,3.7,116,53,,
MD-037,St. Mary&#039;s County,Maryland,58.4,4.3,119,54.1,,
MD-039,Somerset County,Maryland,58,4.2,120,53.8,,
MD-041,Talbot County,Maryland,57.9,4.2,119,53.7,,
MD-043,Washington County,Maryland,55.5,4.5,121,51,,
MD-045,Wicomico County,Maryland,57.1,4,118,53.1,,
MD-047,Worcester County,Maryland,56.8,4.1,120,52.7,,
MD-510,Baltimore City,Maryland,58,5.1,120,52.9,,
MD-511,Washington, D.C.,Washington, D.C.,58.9,5,123,53.9
MA-001,Barnstable County,Massachusetts,47.2,2.6,110,44.6,,
MA-003,Berkshire County,Massachusetts,44.9,2.4,96,42.5,,
MA-005,Bristol County,Massachusetts,48.3,2.2,100,46.1,,
MA-007,Dukes County,Massachusetts,47.4,2.4,105,45,,
MA-009,Essex County,Massachusetts,46.8,1.9,93,44.9,,
MA-011,Franklin County,Massachusetts,46.7,2.7,103,44,,
MA-013,Hampden County,Massachusetts,47.6,2.3,98,45.3,,
MA-015,Hampshire County,Massachusetts,47.1,2.2,96,44.9,,
MA-017,Middlesex County,Massachusetts,48.1,2.5,99,45.6,,
MA-019,Nantucket County,Massachusetts,46.1,2.5,109,43.6,,
MA-021,Norfolk County,Massachusetts,48.3,2.4,97,45.9,,
MA-023,Plymouth County,Massachusetts,48.2,2.5,106,45.7,,
MA-025,Suffolk County,Massachusetts,48.3,2.6,101,45.7,,
MA-027,Worcester County,Massachusetts,47.3,2.9,107,44.4,,
MI-001,Alcona County,Michigan,44.7,4.4,118,40.3,,
MI-003,Alger County,Michigan,41.6,3.9,114,37.7,,
MI-005,Allegan County,Michigan,50.7,4.7,117,46,,
MI-007,Alpena County,Michigan,44.9,4.9,122,40,,
MI-009,Antrim County,Michigan,46.4,5.8,124,40.6,,
MI-011,Arenac County,Michigan,47,4.5,117,42.5,,
MI-013,Baraga County,Michigan,40.1,3.5,105,36.6,,
MI-015,Barry County,Michigan,50.2,4.7,118,45.5,,
MI-017,Bay County,Michigan,48.6,4.7,119,43.9,,
MI-019,Benzie County,Michigan,46.7,6.4,126,40.3,,
MI-021,Berrien County,Michigan,51.7,5,118,46.7,,
MI-023,Branch County,Michigan,50.8,4.6,118,46.2,,
MI-025,Calhoun County,Michigan,50.7,5.1,120,45.6,,
MI-027,Cass County,Michigan,51.2,4.7,115,46.5,,
MI-029,Charlevoix County,Michigan,46.2,5.6,122,40.6,,
MI-031,Cheboygan County,Michigan,44.9,5,120,39.9,,
MI-033,Chippewa County,Michigan,41.3,4,114,37.3,,
MI-035,Clare County,Michigan,46.6,4.5,116,42.1,,
MI-037,Clinton County,Michigan,49.7,4.4,118,45.3,,
MI-039,Crawford County,Michigan,45.4,5,119,40.4,,
MI-041,Delta County,Michigan,42.4,3.8,115,38.6,,
MI-043,Dickinson County,Michigan,42,3.6,108,38.4,,
MI-045,Eaton County,Michigan,50.1,4.8,119,45.3,,
MI-047,Emmet County,Michigan,44.7,5.3,121,39.4,,
MI-049,Genesee County,Michigan,50.4,5.5,124,44.9,,
MI-051,Gladwin County,Michigan,47.5,4.5,117,43,,
MI-053,Gogebic County,Michigan,40.1,2.3,93,37.8,,
MI-055,Grand Traverse County,Michigan,46.9,6.4,127,40.5,,
MI-057,Gratiot County,Michigan,48.8,4.1,113,44.7,,
MI-059,Hillsdale County,Michigan,50.2,4.4,117,45.8,,
MI-061,Houghton County,Michigan,41.6,3.9,108,37.7,,
MI-063,Huron County,Michigan,47.1,4.8,120,42.3,,
MI-065,Ingham County,Michigan,50.1,5,120,45.1,,
MI-067,Ionia County,Michigan,49.4,4.3,115,45.1,,
MI-069,Iosco County,Michigan,45.8,4.5,119,41.3,,
MI-071,Iron County,Michigan,40.6,3.4,105,37.2,,
MI-073,Isabella County,Michigan,47.7,4.2,113,43.5,,
MI-075,Jackson County,Michigan,50.3,5.1,119,45.2,,
MI-077,Kalamazoo County,Michigan,51.1,5,119,46.1,,
MI-079,Kalkaska County,Michigan,46.1,5.6,122,40.5,,
MI-081,Kent County,Michigan,49.6,4.7,117,44.9,,
MI-083,Keweenaw County,Michigan,40.6,4.1,114,36.5,,
MI-085,Lake County,Michigan,46.8,4.3,114,42.5,,
MI-087,Lapeer County,Michigan,49.7,5.3,121,44.4,,
MI-089,Leelanau County,Michigan,46.6,6.8,127,39.8,,
MI-091,Lenawee County,Michigan,51.4,5,121,46.4,,
MI-093,Livingston County,Michigan,50.2,5.5,122,44.7,,
MI-095,Luce County,Michigan,40.5,3.4,106,37.1,,
MI-097,Mackinac County,Michigan,41.6,3.9,113,37.7,,
MI-099,Macomb County,Michigan,51.5,6.1,125,45.4,,
MI-101,Manistee County,Michigan,46.6,5.2,118,41.5,,
MI-103,Marquette County,Michigan,40.7,3.7,109,37,,
MI-105,Mason County,Michigan,46.7,4.3,111,42.4,,
MI-107,Mecosta County,Michigan,47.2,4.2,113,43,,
MI-109,Menominee County,Michigan,43.6,3.6,112,40,,
MI-111,Midland County,Michigan,48.8,4.6,118,44.2,,
MI-113,Missaukee County,Michigan,45.5,4.7,114,40.8,,
MI-115,Monroe County,Michigan,52.4,5.4,123,47,,
MI-117,Montcalm County,Michigan,48.1,4.2,112,43.9,,
MI-119,Montmorency County,Michigan,45.5,5.2,121,40.3,,
MI-121,Muskegon County,Michigan,49.7,5.6,125,44.1,,
MI-123,Newaygo County,Michigan,48.2,4.8,117,43.4,,
MI-125,Oakland County,Michigan,50.8,5.9,125,44.9,,
MI-127,Oceana County,Michigan,47.7,4.7,118,43,,
MI-129,Ogemaw County,Michigan,45.8,4.4,117,41.4,,
MI-131,Ontonagon County,Michigan,41,2.9,100,38.1,,
MI-133,Osceola County,Michigan,45.9,4.2,114,41.7,,
MI-135,Oscoda County,Michigan,45.2,4.7,119,40.5,,
MI-137,Otsego County,Michigan,45.4,5.5,123,39.9,,
MI-139,Ottawa County,Michigan,50.4,5.2,122,45.2,,
MI-141,Presque Isle County,Michigan,44.7,4.9,120,39.8,,
MI-143,Roscommon County,Michigan,45.8,4.8,116,41,,
MI-145,Saginaw County,Michigan,49.8,4.9,120,44.9,,
MI-147,St. Clair County,Michigan,50.3,5.6,124,44.7,,
MI-149,St. Joseph County,Michigan,51.2,4.6,116,46.6,,
MI-151,Sanilac County,Michigan,48,4.7,116,43.3,,
MI-153,Schoolcraft County,Michigan,41.7,3.3,108,38.4,,
MI-155,Shiawassee County,Michigan,50,4.9,119,45.1,,
MI-157,Tuscola County,Michigan,48.7,4.6,117,44.1,,
MI-159,Van Buren County,Michigan,51.2,4.8,116,46.4,,
MI-161,Washtenaw County,Michigan,50.7,5.3,122,45.4,,
MI-163,Wayne County,Michigan,52,5.7,125,46.3,,
MI-165,Wexford County,Michigan,46,5.2,121,40.9,,
MN-001,Aitkin County,Minnesota,42.2,2.3,93,39.9,,
MN-003,Anoka County,Minnesota,47.1,2.7,92,44.4,,
MN-005,Becker County,Minnesota,45.1,4.8,112,40.3,,
MN-007,Beltrami County,Minnesota,42.9,4.1,107,38.8,,
MN-009,Benton County,Minnesota,46,3.4,102,42.6,,
MN-011,Big Stone County,Minnesota,47.5,3.9,107,43.6,,
MN-013,Blue Earth County,Minnesota,47.8,2.2,94,45.6,,
MN-015,Brown County,Minnesota,48.6,3.3,104,45.3,,
MN-017,Carlton County,Minnesota,41.4,2.2,96,39.2,,
MN-019,Carver County,Minnesota,47.8,2.9,98,44.9,,
MN-021,Cass County,Minnesota,43,3.1,100,39.9,,
MN-023,Chippewa County,Minnesota,48,3.9,108,44.1,,
MN-025,Chisago County,Minnesota,45.8,2,90,43.8,,
MN-027,Clay County,Minnesota,47.4,5.3,115,42.1,,
MN-029,Clearwater County,Minnesota,43.2,4,106,39.2,,
MN-031,Cook County,Minnesota,37.8,2.8,105,35,,
MN-033,Cottonwood County,Minnesota,48.3,3.8,107,44.5,,
MN-035,Crow Wing County,Minnesota,44,3.2,101,40.8,,
MN-037,Dakota County,Minnesota,48,2.6,97,45.4,,
MN-039,Dodge County,Minnesota,46.1,2.1,91,44,,
MN-041,Douglas County,Minnesota,45.6,4.1,109,41.5,,
MN-043,Faribault County,Minnesota,47.8,2.4,96,45.4,,
MN-045,Fillmore County,Minnesota,46.2,1.7,89,44.5,,
MN-047,Freeborn County,Minnesota,47.5,2.8,98,44.7,,
MN-049,Goodhue County,Minnesota,46.6,1.8,88,44.8,,
MN-051,Grant County,Minnesota,46.7,4.2,109,42.5,,
MN-053,Hennepin County,Minnesota,47.9,3.1,97,44.8,,
MN-055,Houston County,Minnesota,47,1.4,82,45.6,,
MN-057,Hubbard County,Minnesota,43.2,3.8,104,39.4,,
MN-059,Isanti County,Minnesota,46,2.5,93,43.5,,
MN-061,Itasca County,Minnesota,41.3,2.6,94,38.7,,
MN-063,Jackson County,Minnesota,47.9,3.2,104,44.7,,
MN-065,Kanabec County,Minnesota,44.3,2.4,94,42,,
MN-067,Kandiyohi County,Minnesota,47.1,3.7,106,43.4,,
MN-069,Kittson County,Minnesota,43.5,4.2,105,39.3,,
MN-071,Koochiching County,Minnesota,42,4,105,38,,
MN-073,Lac qui Parle County,Minnesota,48,3.8,109,44.2,,
MN-075,Lake County,Minnesota,38.5,2.3,98,36.2,,
MN-077,Lake of the Woods County,Minnesota,43.4,5.4,112,38,,
MN-079,Le Sueur County,Minnesota,47.9,2.5,97,45.4,,
